일자,호수위(EL.m),해수위(EL.m),우량(mm),평균기온(°C),최저기온(°C),최고기온(°C),평균 풍속(m/s)
2020-12-02,-3.01,-3.21,0.0,2.3,-4.0,8.5,0.8
2020-12-01,-2.97,-2.99,0.0,1.3,-7.6,7.7,0.9
2020-11-30,-2.81,-2.26,0.0,-2.2,-7.3,5.6,0.5
2020-11-29,-2.74,-1.5,0.0,-0.9,-5.9,3.7,0.5
2020-11-28,-2.69,-0.58,0.0,0.9,-2.0,4.9,1.6
2020-11-27,-2.23,0.55,0.0,4.3,1.4,8.3,1.7
2020-11-26,-2.05,1.28,0.0,3.8,-1.6,11.2,0.5
2020-11-25,-1.6,1.79,0.0,2.3,-3.9,11.1,0.4
2020-11-24,-1.34,1.69,0.0,1.9,-4.2,8.8,0.5
2020-11-23,-1.12,1.17,0.0,1.2,-3.9,6.9,0.9
2020-11-22,-1.01,1.26,4.0,5.9,1.3,9.4,1.2
2020-11-21,-1.02,0.0,0.5,6.0,-3.3,13.6,0.7
2020-11-20,-1.0,-0.89,0.0,3.8,-1.9,8.1,1.8
2020-11-19,-1.27,-1.79,49.0,14.0,8.1,19.6,2.0
2020-11-18,-2.2,-3.22,10.0,16.6,13.6,19.5,1.0
2020-11-17,-3.03,-3.97,3.0,13.8,4.2,21.2,0.5
2020-11-16,-3.53,-3.83,0.0,8.2,2.2,18.4,0.3
2020-11-15,-3.49,-2.46,0.0,7.6,1.6,16.9,0.5
2020-11-14,-3.42,-0.92,0.0,9.4,2.8,19.5,0.5
2020-11-13,-2.85,0.71,0.0,8.4,1.5,18.0,0.3
2020-11-12,-2.35,1.96,0.0,6.9,-1.8,18.0,0.4
2020-11-11,-1.8,2.27,0.0,5.7,-2.1,17.1,0.5
2020-11-10,-1.23,1.97,0.0,4.6,-3.2,14.2,0.7
2020-11-09,-0.94,0.96,0.0,5.0,-3.9,10.7,0.6
2020-11-08,-0.96,0.42,0.0,7.7,1.6,13.5,1.8
2020-11-07,-0.95,-0.42,0.0,12.0,0.0,18.5,0.7
2020-11-06,-1.1,-1.31,0.0,11.5,7.1,17.3,0.4
2020-11-05,-1.49,-2.19,0.0,7.3,-2.0,15.8,0.5
2020-11-04,-2.11,-2.98,0.0,4.0,-2.9,11.8,0.8
2020-11-03,-2.3,-3.07,0.5,5.2,-0.3,9.9,1.7
2020-11-02,-2.75,-3.3,1.0,9.8,3.6,17.3,0.5
2020-11-01,-2.81,-2.83,4.5,11.7,8.1,14.3,0.5
2020-10-31,-2.92,-2.11,0.0,10.6,1.1,19.6,0.7
2020-10-30,-2.85,-1.47,0.0,8.0,-0.6,19.6,0.4
2020-10-29,-2.62,-0.48,0.0,7.0,-1.3,17.1,0.5
2020-10-28,-2.23,0.9,0.0,12.0,5.6,19.8,1.0
2020-10-27,-1.86,1.72,0.0,10.7,3.7,19.7,0.4
2020-10-26,-1.47,2.08,0.0,9.2,2.3,19.6,0.4
2020-10-25,-1.18,2.16,0.0,8.6,0.4,19.1,0.4
2020-10-24,-1.08,1.35,0.0,6.8,-0.4,14.8,1.2
2020-10-23,-0.97,0.48,0.0,9.0,4.3,13.9,1.5
2020-10-22,-0.98,-0.5,0.0,12.9,7.4,20.3,1.3
2020-10-21,-1.35,-1.87,0.0,11.7,6.5,17.2,0.4
2020-10-20,-2.09,-3.3,0.0,11.5,5.1,21.9,0.4
2020-10-19,-2.98,-4.37,0.0,11.6,4.4,21.8,0.4
2020-10-18,-3.58,-4.38,0.0,10.6,2.1,20.6,0.4
2020-10-17,-3.63,-3.38,0.5,10.5,4.0,19.4,0.5
2020-10-16,-3.51,-1.7,0.0,9.4,3.5,15.8,0.2
2020-10-15,-3.02,0.04,0.0,9.4,3.6,18.5,0.7
2020-10-14,-2.44,1.46,0.0,11.6,5.1,20.0,0.8
2020-10-13,-1.79,2.24,0.0,9.8,2.4,19.3,0.6
2020-10-12,-1.06,2.31,0.0,13.6,7.0,21.8,0.6
2020-10-11,-1.01,1.67,0.0,14.2,8.2,21.1,0.5
2020-10-10,-0.99,0.84,0.0,14.4,6.8,21.9,0.6
2020-10-09,-0.99,-0.04,0.0,15.2,6.1,23.6,1.0
2020-10-08,-1.01,-1.07,0.0,14.9,6.4,23.6,1.0
2020-10-07,-1.36,-2.01,0.0,13.0,5.6,22.6,0.6
2020-10-06,-1.86,-2.88,0.0,12.1,4.4,20.3,0.7
2020-10-05,-2.37,-3.76,0.0,12.2,3.9,19.1,1.1
2020-10-04,-2.69,-3.64,0.0,16.2,10.6,22.6,1.1
2020-10-03,-3.0,-3.54,0.0,18.3,14.9,24.4,0.4
2020-10-02,-3.08,-3.06,0.0,17.8,11.0,24.2,0.8
2020-10-01,-3.1,-2.17,0.0,16.9,12.6,23.9,0.5
2020-09-30,-2.83,-0.92,0.0,17.8,12.1,25.1,0.6
2020-09-29,-2.47,0.26,0.0,17.3,10.5,24.8,0.4
2020-09-28,-1.94,1.47,0.0,17.4,10.9,25.9,0.5
2020-09-27,-1.69,2.14,0.0,17.4,11.1,25.8,0.6
2020-09-26,-1.41,2.16,0.0,18.9,13.2,25.6,1.5
2020-09-25,-1.22,1.9,0.0,20.0,13.4,27.2,1.3
2020-09-24,-0.98,1.05,0.0,20.1,14.4,26.6,1.4
2020-09-23,-0.98,-0.23,0.0,18.2,11.7,24.5,1.1
2020-09-22,-1.29,-1.73,0.0,17.5,11.0,25.6,0.7
2020-09-21,-1.92,-3.21,0.0,16.1,9.6,24.6,0.4
2020-09-20,-2.72,-4.29,0.0,16.7,10.6,24.8,0.6
2020-09-19,-3.4,-4.55,0.0,19.0,12.5,26.7,0.7
2020-09-18,-3.71,-4.02,0.0,19.9,14.4,26.0,0.9
2020-09-17,-3.5,-2.24,0.0,19.5,16.1,24.3,0.4
2020-09-16,-3.05,-0.53,2.5,21.1,17.3,25.1,0.6
2020-09-15,-2.46,0.98,0.0,21.2,16.1,27.6,0.6
2020-09-14,-1.8,1.76,0.0,20.1,14.1,26.3,0.6
2020-09-13,-1.38,1.94,0.0,20.0,14.5,26.6,0.9
2020-09-12,-1.05,1.75,10.5,19.5,17.3,23.1,0.8
2020-09-11,-0.95,1.24,2.5,21.0,17.2,26.8,0.8
2020-09-10,-0.96,0.52,16.5,21.2,16.1,27.2,0.6
2020-09-09,-0.96,-0.36,6.5,19.6,16.4,26.4,0.8
2020-09-08,-1.09,-1.22,0.5,22.7,18.6,28.0,1.4
2020-09-07,-1.47,-2.28,92.5,19.1,16.4,22.3,2.2
2020-09-06,-1.81,-2.95,6.5,20.2,16.6,24.6,0.8
2020-09-05,-2.36,-3.5,0.0,21.2,16.4,27.4,0.5
2020-09-04,-2.84,-4.04,0.0,21.3,16.6,28.1,0.9
2020-09-03,-3.26,-3.81,52.5,22.0,17.9,26.3,2.5
2020-09-02,-3.15,-2.83,49.5,23.6,21.8,25.4,1.1
2020-09-01,-2.91,-1.42,0.0,24.9,21.6,29.0,0.7
2020-08-31,-2.62,-0.02,0.5,26.5,22.7,31.6,1.0
2020-08-30,-2.06,1.35,2.0,26.0,24.1,30.7,0.5
2020-08-29,-1.83,2.28,51.5,25.5,23.7,28.8,0.6
2020-08-28,-1.46,2.53,9.5,26.3,24.4,31.0,0.6
2020-08-27,-1.25,1.94,5.0,26.5,24.7,29.9,2.0
2020-08-26,-1.15,1.63,2.0,28.5,23.1,33.8,1.6
2020-08-25,-0.99,0.33,0.0,27.9,21.9,34.2,0.9
2020-08-24,-1.1,-1.34,0.0,25.9,20.5,31.6,0.7
2020-08-23,-1.66,-2.91,0.0,24.6,20.2,30.2,0.6
2020-08-22,-2.43,-3.93,0.0,24.0,20.5,30.3,0.7
2020-08-20,-3.56,-4.1,0.0,26.4,22.0,32.4,0.7
2020-08-18,-3.08,-1.13,0.0,25.6,21.4,31.4,0.6
2020-08-17,-2.55,0.37,0.0,26.7,22.6,32.5,0.8
2020-08-16,-2.04,1.47,0.0,26.6,23.0,31.8,1.0
2020-08-15,-1.7,2.02,58.5,25.7,23.7,28.5,0.9
2020-08-14,-1.3,2.14,1.0,26.8,25.3,29.2,1.3
2020-08-13,-1.07,1.77,0.0,27.2,24.2,31.5,1.0
2020-08-12,-1.02,1.05,0.0,25.9,22.2,31.3,0.4
2020-08-11,-1.02,0.29,27.5,24.2,21.2,28.0,0.7
2020-08-10,-1.04,-0.54,24.0,26.1,24.1,31.3,0.7
2020-08-09,-1.17,-1.54,49.0,24.6,23.7,26.1,1.3
2020-08-08,-1.59,-2.51,15.0,23.4,21.5,25.2,0.8
2020-08-07,-2.12,-3.42,0.0,23.4,21.6,25.3,0.6
2020-08-06,-2.58,-3.71,64.0,23.5,21.5,25.9,1.9
2020-08-05,-3.02,-3.82,10.0,26.5,24.2,30.3,0.8
2020-08-04,-3.24,-3.19,0.0,26.9,23.6,30.0,1.6
2020-08-03,-3.06,-1.67,47.0,24.6,22.3,26.1,1.3
2020-08-02,-2.88,-0.28,32.5,24.8,22.8,27.2,1.1
2020-08-01,-2.7,1.05,49.0,25.2,23.2,28.0,0.9
2020-07-31,-2.35,2.13,0.0,25.0,20.8,28.6,0.6
2020-07-30,-1.82,2.71,0.5,23.5,20.0,28.0,0.6
2020-07-29,-1.45,2.57,13.0,24.0,22.7,26.3,0.6
2020-07-28,-1.1,1.6,4.0,23.1,20.8,25.0,0.4
2020-07-27,-0.96,0.41,1.5,23.2,21.3,25.8,0.4
2020-07-26,-1.03,-1.08,0.0,23.5,19.6,29.2,0.8
2020-07-25,-1.59,-2.71,0.0,23.8,20.2,29.8,1.5
2020-07-24,-2.2,-3.72,2.5,22.4,19.2,26.1,1.9
2020-07-23,-2.85,-3.97,77.0,20.7,19.1,22.5,1.6
2020-07-22,-3.3,-3.91,23.0,21.6,19.8,24.0,0.5
2020-07-21,-3.26,-2.91,0.0,23.7,20.0,28.9,0.7
2020-07-20,-2.86,-1.31,2.0,23.3,20.5,26.5,1.7
2020-07-19,-2.6,-0.27,20.5,23.9,20.1,27.5,1.2
2020-07-18,-2.37,0.82,0.0,23.3,17.9,29.4,0.8
2020-07-17,-1.96,1.63,0.0,23.2,18.0,29.5,0.8
2020-07-16,-1.66,2.06,0.0,21.8,15.5,28.5,0.8
2020-07-15,-1.4,1.91,0.0,21.5,16.9,27.4,0.7
2020-07-14,-1.03,1.58,15.0,19.7,17.1,23.1,1.4
2020-07-13,-0.99,0.96,69.0,18.5,17.8,20.3,1.8
2020-07-12,-0.96,0.0,6.5,22.3,20.0,25.1,1.0
2020-07-11,-0.99,-1.0,0.0,24.5,18.6,30.1,1.1
2020-07-10,-1.33,-1.91,4.0,24.4,21.0,28.8,1.3
2020-07-09,-1.87,-2.9,0.0,25.0,19.5,31.8,0.9
2020-07-08,-2.48,-3.69,0.0,23.0,17.7,29.2,1.0
2020-07-07,-3.05,-3.85,0.0,22.7,18.9,27.8,0.9
2020-07-06,-3.37,-3.59,0.0,23.6,17.4,30.3,0.7
2020-07-05,-3.4,-2.29,0.0,21.3,15.7,28.3,0.7
2020-07-04,-3.16,-0.85,0.0,21.4,16.9,27.9,0.8
2020-07-03,-2.9,0.79,1.0,22.7,17.3,30.0,1.0
2020-07-02,-2.53,2.05,0.0,22.4,16.3,29.0,0.8
2020-07-01,-2.05,2.5,1.0,20.1,16.6,24.1,0.7
2020-06-30,-1.48,2.61,35.5,19.7,17.2,22.6,1.8
2020-06-29,-1.14,1.73,31.5,21.9,17.4,26.4,1.2
2020-06-28,-0.96,0.49,0.0,22.8,17.2,27.9,1.1
2020-06-27,-0.99,-0.88,0.0,22.6,18.0,29.3,0.7
2020-06-26,-1.39,-2.05,1.0,21.1,18.4,25.9,1.2
2020-06-25,-1.94,-3.0,2.0,20.9,19.4,22.3,0.9
2020-06-24,-2.54,-3.6,14.0,21.4,20.0,24.8,1.2
2020-06-23,-3.03,-3.68,0.0,22.9,17.2,29.5,0.7
2020-06-22,-3.1,-3.09,0.0,23.9,15.8,33.6,0.9
2020-06-21,-3.08,-2.16,0.0,22.5,16.4,31.3,1.0
2020-06-20,-2.81,-1.01,0.0,22.1,15.6,28.9,1.0
2020-06-19,-2.49,0.07,0.5,22.5,17.4,29.8,1.0
2020-06-18,-2.19,0.96,0.0,21.2,17.1,27.3,0.5
2020-06-17,-1.93,1.53,0.0,21.5,15.0,29.0,0.7
2020-06-16,-1.49,1.78,0.0,22.3,16.7,28.6,1.1
2020-06-15,-1.26,1.51,0.0,20.8,13.7,28.0,1.1
2020-06-14,-0.94,1.26,0.0,22.0,17.1,28.0,1.1
2020-06-13,-0.98,0.52,1.0,24.1,17.3,32.0,0.8
2020-06-12,-0.49,-0.56,0.0,21.3,16.2,26.4,0.6
2020-06-11,-1.88,-1.55,0.0,24.1,18.4,30.2,1.2
2020-06-10,-3.67,-2.64,8.0,23.7,15.9,32.4,0.8
2020-06-09,-4.55,-3.61,0.0,23.1,14.6,32.5,0.8
2020-06-08,-4.22,-4.1,0.0,23.0,16.8,31.1,0.9
2020-06-07,-4.0,-3.92,0.0,20.7,14.5,27.9,0.9
2020-06-06,-3.57,-3.05,0.0,21.5,13.8,29.4,0.8
2020-06-05,-3.35,-1.39,0.0,20.1,15.0,26.9,1.0
2020-06-04,-3.13,0.21,0.0,21.1,18.1,26.1,1.2
2020-06-03,-2.58,1.39,0.0,21.3,17.6,27.7,0.9
2020-06-02,-2.1,1.95,3.5,16.8,9.9,22.8,0.9
2020-06-01,-1.5,2.11,0.0,18.2,11.4,24.6,1.2
2020-05-31,-1.14,1.55,0.0,19.0,12.0,26.2,0.9
2020-05-30,-1.08,0.24,0.0,19.6,11.6,29.0,0.8
2020-05-29,-1.03,-1.05,0.0,17.9,10.0,26.8,0.9
2020-05-28,-1.81,-2.03,0.0,16.8,9.6,23.4,1.0
2020-05-27,-2.57,-2.93,0.0,15.4,8.8,22.8,1.0
2020-05-26,-3.19,-3.51,1.0,15.7,10.6,23.6,0.9
2020-05-25,-3.62,-3.86,0.0,14.7,12.3,19.1,0.9
2020-05-24,-3.51,-3.58,12.0,16.0,13.2,18.8,1.2
2020-05-23,-3.08,-2.9,0.0,18.8,13.2,24.7,0.8
2020-05-22,-3.03,-2.06,0.0,16.9,10.7,23.3,0.8
2020-05-21,-2.91,-1.1,0.0,15.4,7.1,21.8,0.7
2020-05-20,-2.86,-0.57,0.0,13.4,7.4,20.6,0.9
2020-05-19,-2.19,0.63,7.0,13.4,8.4,19.7,1.5
2020-05-18,-1.77,1.19,19.5,18.0,12.5,26.9,1.2
2020-05-17,-1.44,1.34,0.5,17.8,13.8,24.8,0.9
2020-05-16,-1.29,1.31,1.0,15.8,13.0,18.4,0.7
2020-05-15,-1.19,0.75,12.0,15.8,14.0,19.7,1.3
2020-05-14,-1.12,-0.19,0.0,18.1,7.8,25.5,0.8
2020-05-13,-1.25,-1.35,0.0,13.9,5.4,22.2,1.0
2020-05-12,-2.01,-2.51,0.5,13.2,7.5,19.7,1.1
2020-05-11,-3.08,-3.54,2.0,15.3,8.9,22.3,1.1
2020-05-10,-3.84,-4.3,0.0,13.3,10.8,16.4,1.0
2020-05-09,-4.24,-4.7,17.0,14.4,12.7,16.9,1.7
2020-05-08,-3.89,-3.87,6.5,17.8,13.2,24.1,1.0
2020-05-07,-3.66,-2.49,0.0,17.7,9.2,26.1,1.0
2020-05-06,-3.27,-0.76,0.0,15.4,6.2,25.0,0.8
2020-05-05,-2.83,0.37,3.5,12.0,8.7,19.7,0.6
2020-05-04,-2.13,1.42,0.0,16.6,9.8,23.0,1.2
2020-05-03,-1.39,1.6,1.5,20.1,14.1,26.4,0.9
