일자,호수위(EL.m),해수위(EL.m),우량(mm),평균기온(°C),최저기온(°C),최고기온(°C),평균 풍속(m/s)
2017-03-16,-2.1,-3.34,0.0,3.5,-4.5,12.2,1.4
2017-03-15,-2.68,-3.96,0.0,3.4,-4.0,11.7,1.3
2017-03-14,-3.09,-4.14,0.0,4.9,-3.5,11.2,2.4
2017-03-13,-3.2,-3.81,0.0,5.3,-1.7,10.9,1.9
2017-03-12,-3.04,-2.86,0.0,6.6,-0.7,14.3,1.6
2017-03-11,-2.74,-1.56,0.0,4.5,-4.6,16.0,1.1
2017-03-10,-2.31,-0.22,0.0,2.7,-4.7,11.2,1.3
2017-03-09,-1.76,0.66,0.0,3.0,-5.0,10.2,2.5
2017-03-08,-1.36,1.18,0.0,0.6,-7.4,6.4,2.6
2017-03-07,-1.15,1.43,0.0,0.0,-2.2,2.6,3.8
2017-03-06,-1.01,0.81,0.0,1.7,-1.1,5.1,3.4
2017-03-05,-0.97,-0.14,0.0,3.8,-2.6,10.7,1.6
2017-03-04,-1.05,-1.24,0.0,3.1,-3.9,11.8,1.1
2017-03-03,-1.67,-2.41,0.0,2.3,-4.8,10.7,1.3
2017-03-02,-1.96,-3.31,0.5,2.1,-1.9,5.0,2.8
2017-03-01,-2.56,-3.84,4.5,4.3,-1.0,12.6,1.1
2017-02-28,-2.91,-3.96,0.0,3.0,-5.6,12.7,1.0
2017-02-27,-3.12,-3.67,0.0,1.0,-5.6,9.6,1.2
2017-02-26,-2.89,-2.82,0.0,1.5,-3.5,9.2,1.3
2017-02-25,-2.4,-1.44,0.0,1.2,-6.1,8.6,1.4
2017-02-24,-2.3,-0.8,0.0,-1.0,-8.1,4.8,1.3
2017-02-23,-1.57,0.07,0.0,-0.1,-3.5,3.6,3.4
2017-02-22,-0.99,1.18,6.5,1.7,-3.0,3.9,1.5
2017-02-21,-1.47,0.21,0.0,-1.7,-8.9,6.1,0.9
2017-02-20,-1.03,0.98,0.5,-0.1,-4.1,6.2,3.1
2017-02-19,-0.97,0.16,1.5,2.3,-5.8,6.7,1.3
2017-02-18,-1.03,-0.48,0.0,-2.1,-8.8,3.8,1.9
2017-02-17,-1.01,-0.86,2.0,1.5,-3.5,9.6,3.7
2017-02-16,-1.26,-1.72,0.0,5.3,-6.1,12.6,1.5
2017-02-15,-1.69,-2.69,0.0,-0.4,-7.7,8.1,0.8
2017-02-14,-2.09,-3.34,0.0,-1.8,-8.1,5.5,1.2
2017-02-13,-1.16,-0.32,0.0,-1.4,-9.5,5.3,0.6
2017-02-12,-1.16,-0.32,0.0,-3.6,-10.6,3.7,1.4
2017-02-11,-1.16,-0.32,0.0,-3.3,-8.0,0.7,2.5
2017-02-10,-3.13,-2.25,0.0,-4.5,-6.8,-1.6,3.9
2017-02-09,-2.45,-0.55,0.0,-3.2,-4.8,-0.7,3.9
2017-02-08,-1.93,0.97,0.0,-2.1,-7.4,2.0,1.4
2017-02-07,-1.71,1.45,0.0,-2.5,-7.8,3.6,0.7
2017-02-06,-1.32,1.69,0.0,-0.4,-4.0,2.8,2.6
2017-02-05,-1.01,1.43,0.5,1.4,-0.8,3.6,1.6
2017-02-04,-1.06,0.62,0.0,0.5,-6.0,5.2,0.5
2017-02-03,-1.03,-0.57,0.0,0.5,-4.7,6.5,0.9
2017-02-02,-1.38,-1.79,0.0,-2.3,-11.5,4.2,1.5
2017-02-01,-1.55,-2.48,0.0,-3.4,-9.0,1.6,2.0
2017-01-31,-2.21,-3.29,0.0,-6.3,-12.3,-0.1,0.9
2017-01-30,-2.38,-3.49,0.0,-4.2,-10.1,0.4,2.6
2017-01-29,-2.68,-3.46,4.5,1.3,-0.4,3.2,0.8
2017-01-28,-3.05,-3.28,0.0,-2.4,-10.8,4.8,0.5
2017-01-27,-2.23,-1.57,4.0,-1.9,-7.5,4.4,2.9
2017-01-26,-2.3,-1.11,0.0,-2.0,-12.6,4.6,1.1
2017-01-25,-1.92,-0.1,0.0,-8.1,-16.4,1.5,0.9
2017-01-24,-1.44,0.7,0.0,-9.2,-17.0,-1.2,1.0
2017-01-23,-1.42,0.81,0.0,-8.3,-15.0,-3.5,1.3
2017-01-22,-1.01,1.77,0.0,-6.3,-9.0,-1.1,2.8
2017-01-21,-1.23,0.89,2.5,-5.6,-14.7,0.6,1.0
2017-01-20,-0.97,1.0,3.5,-3.7,-11.4,-1.0,2.5
2017-01-19,-0.97,0.05,0.0,-2.4,-8.1,5.2,0.7
2017-01-18,-0.98,-0.65,0.0,-2.1,-6.4,4.4,0.6
2017-01-17,-1.27,-1.6,0.0,-3.6,-10.9,4.1,0.6
2017-01-16,-1.68,-2.57,0.0,-5.6,-12.9,3.5,0.7
2017-01-15,-2.43,-3.58,0.0,-6.9,-13.3,-0.3,1.2
2017-01-14,-2.88,-3.9,0.0,-6.2,-8.4,-3.0,2.3
2017-01-13,-3.23,-3.59,0.0,-5.2,-9.3,0.0,1.8
2017-01-12,-2.92,-2.11,0.0,0.0,-4.8,3.3,2.0
2017-01-11,-2.71,-0.64,0.0,-3.4,-10.8,3.1,1.2
2017-01-09,-1.83,2.06,0.0,3.0,-2.9,5.6,2.9
2017-01-08,-1.43,2.34,0.0,5.4,-1.5,12.1,1.3
2017-01-07,-1.07,2.07,0.0,2.1,-3.3,9.8,0.7
2017-01-06,-1.02,1.27,0.0,5.2,-1.7,11.5,1.6
2017-01-05,-0.98,0.25,0.0,3.7,-3.4,8.9,1.2
2017-01-04,-1.0,-0.64,0.0,2.0,-2.9,9.1,1.1
2017-01-03,-1.23,-1.64,0.0,0.5,-4.7,8.3,0.9
2017-01-02,-1.07,0.39,0.5,5.1,0.0,9.9,1.6
2017-01-01,-2.02,-3.04,0.0,2.6,-4.1,10.2,0.7
2016-12-31,-2.47,-3.33,0.0,0.3,-4.7,6.7,0.7
2016-12-30,-2.85,-3.3,0.0,-3.6,-10.8,3.4,0.6
2016-12-29,-2.53,-2.42,0.0,-2.7,-6.5,0.1,1.9
2016-12-28,-2.85,-2.04,0.0,-3.5,-9.5,2.4,1.0
2016-12-27,-2.21,-0.68,0.0,-0.6,-6.1,2.8,2.9
2016-12-26,-1.85,0.44,0.0,2.8,-0.7,6.2,0.6
2016-12-25,-1.49,1.23,0.0,-0.2,-6.5,7.0,0.4
2016-12-24,-1.67,1.29,0.0,-1.9,-4.5,1.8,0.6
2016-12-23,-1.14,1.52,0.0,-0.3,-2.0,3.2,3.2
2016-12-22,-1.01,2.0,15.0,6.6,3.2,13.5,4.1
2016-12-21,-1.01,1.05,37.0,7.9,-1.6,14.4,1.8
2016-12-20,-1.01,0.24,0.0,4.2,-0.2,13.6,0.7
2016-12-19,-1.0,-0.92,0.5,6.9,1.2,13.2,1.3
2016-12-18,-1.4,-1.9,0.0,5.2,0.0,8.6,1.3
2016-12-17,-1.97,-2.96,0.0,3.9,-2.5,11.0,1.5
2016-12-16,-2.94,-4.04,0.0,-3.8,-11.1,1.1,1.4
2016-12-15,-3.4,-3.98,0.0,-3.1,-6.6,0.4,1.9
2016-12-14,-3.19,-2.81,0.0,0.0,-2.9,2.4,1.2
2016-12-13,-2.91,-0.97,0.0,2.4,-3.1,8.5,1.1
2016-12-12,-2.7,0.65,0.0,1.8,-6.7,8.8,0.6
2016-12-11,-2.27,1.72,0.0,-2.8,-9.1,6.0,0.6
2016-12-10,-1.87,2.04,0.0,-2.2,-7.6,4.2,1.0
2016-12-09,-1.19,2.53,0.5,2.8,-2.0,6.1,2.2
2016-12-08,-1.06,1.66,6.5,2.4,-5.9,8.6,0.9
2016-12-07,-1.01,1.02,0.0,2.1,-6.0,8.9,1.5
2016-12-06,-1.0,-0.22,0.0,-1.0,-6.2,4.8,1.5
2016-12-05,-0.99,-1.12,0.0,7.1,2.4,12.0,2.9
2016-12-04,-1.36,-2.0,0.0,4.3,-1.0,10.1,0.6
2016-12-03,-1.86,-2.85,0.0,2.0,-4.9,11.2,0.8
2016-12-02,-2.45,-3.46,0.0,0.2,-6.6,8.1,1.1
2016-12-01,-2.5,-3.15,0.0,5.6,-1.2,9.1,2.7
2016-11-30,-2.74,-2.94,0.0,5.6,-4.0,11.2,0.8
2016-11-29,-2.88,-2.45,0.0,-0.4,-6.2,8.3,0.7
2016-11-28,-2.59,-1.45,0.0,2.0,-3.0,6.6,1.5
2016-11-27,-2.39,-0.31,0.5,4.0,-0.8,8.2,0.6
2016-11-26,-2.21,0.82,1.0,0.9,-4.2,3.8,1.2
2016-11-25,-1.91,1.58,0.0,0.3,-6.2,7.6,0.7
2016-11-24,-1.62,1.92,0.0,-1.5,-5.5,3.8,1.3
2016-11-23,-1.54,1.54,0.0,-0.1,-3.4,4.6,1.3
2016-11-22,-1.03,1.7,0.0,3.6,-0.7,9.8,2.5
2016-11-21,-1.04,0.99,0.0,8.8,0.7,14.5,1.0
2016-11-20,-0.98,-0.13,0.0,10.1,2.7,15.5,1.6
2016-11-19,-1.12,-1.43,0.0,12.6,9.5,15.2,1.1
2016-11-18,-1.7,-2.74,0.5,8.7,0.9,15.8,0.8
2016-11-17,-2.6,-3.8,0.0,6.6,0.0,15.8,0.6
2016-11-14,-3.24,-1.82,4.0,12.8,8.4,17.6,1.0
2016-11-13,-2.84,-0.01,0.0,13.5,8.1,19.1,1.1
2016-11-12,-2.5,1.17,0.0,10.9,3.0,17.5,1.5
2016-11-11,-1.94,2.12,3.0,8.3,2.9,14.6,1.8
2016-11-10,-1.45,2.25,0.0,6.3,-0.5,11.7,0.8
2016-11-09,-1.32,1.13,0.0,2.0,-3.5,8.6,1.3
2016-11-08,-1.05,1.12,0.0,5.5,1.1,9.3,2.6
2016-11-07,-1.0,0.44,3.5,13.6,9.3,18.8,2.1
2016-11-06,-1.01,-0.69,0.0,14.8,9.2,19.6,1.9
2016-11-05,-1.13,-1.38,0.0,14.1,9.5,19.7,1.7
2016-11-04,-1.58,-2.46,0.0,11.9,4.4,17.5,1.7
2016-11-03,-2.04,-3.0,0.5,8.3,2.9,14.5,1.2
2016-11-02,-2.56,-3.52,2.5,3.2,-4.8,10.8,0.9
2016-11-01,-3.04,-3.7,0.0,1.7,-2.8,7.0,1.3
2016-10-31,-2.9,-3.03,1.0,6.6,1.9,10.5,1.3
2016-10-30,-3.21,-2.76,0.0,5.0,-2.3,14.2,0.7
2016-10-29,-3.08,-1.64,0.0,8.0,0.7,12.3,1.3
2016-10-28,-2.38,0.24,1.5,14.4,11.2,18.0,1.2
2016-10-27,-2.3,1.07,0.0,13.5,6.3,20.0,0.9
2016-10-26,-1.9,1.63,0.0,11.9,7.6,17.1,0.6
2016-10-25,-1.45,2.4,38.0,14.2,9.9,19.5,1.7
2016-10-24,-1.21,2.3,0.0,14.1,6.6,19.8,1.1
2016-10-23,-1.2,1.54,3.5,13.6,11.1,17.2,2.0
2016-10-22,-1.01,0.51,0.0,17.2,12.3,21.7,1.1
2016-10-21,-1.14,-1.12,0.0,17.5,16.0,19.7,1.8
2016-10-20,-1.62,-2.64,0.0,16.1,8.5,24.6,1.0
2016-10-19,-2.44,-3.81,0.0,15.3,9.5,23.2,1.0
2016-10-18,-3.24,-4.45,0.0,13.8,8.4,21.8,0.6
2016-10-17,-3.64,-4.15,0.0,16.5,11.9,22.4,1.1
2016-10-16,-3.49,-2.72,2.5,16.1,13.7,19.4,0.6
2016-10-15,-3.23,-1.11,0.0,16.3,8.9,25.6,0.6
2016-10-14,-2.79,0.45,0.0,14.2,7.1,23.3,0.8
2016-10-13,-2.28,1.59,0.0,12.2,6.1,20.9,0.8
2016-10-12,-1.73,1.99,0.0,13.3,8.1,19.8,1.2
2016-10-11,-1.17,1.97,0.0,13.4,7.5,20.5,1.0
2016-10-10,-1.04,1.15,0.0,11.6,5.1,20.0,0.8
2016-10-09,-1.01,0.21,0.0,11.9,7.7,16.2,1.8
2016-10-08,-1.03,-0.05,6.5,17.3,11.2,21.9,2.5
2016-10-07,-1.03,-1.2,8.5,18.2,11.7,25.1,1.1
2016-10-06,-1.39,-2.15,0.0,16.3,11.6,22.0,1.4
2016-10-05,-1.66,-2.66,0.0,20.4,16.6,26.2,2.1
2016-10-04,-2.36,-3.56,0.0,21.0,12.3,28.5,1.2
2016-10-03,-2.58,-3.48,4.0,21.7,16.1,27.3,1.9
2016-10-02,-3.14,-3.74,21.0,18.7,16.6,22.4,1.4
2016-10-01,-3.15,-3.22,0.0,19.2,16.5,24.6,0.6
2016-09-30,-3.04,-2.03,0.0,19.5,16.8,23.8,1.0
2016-09-29,-3.1,-0.96,0.0,20.3,16.8,24.4,1.5
2016-09-28,-2.58,0.54,0.5,20.0,18.4,22.6,0.6
2016-09-27,-2.15,1.87,7.5,20.4,18.8,23.0,0.6
2016-09-26,-1.7,2.28,0.0,21.8,16.6,27.4,0.8
2016-09-25,-1.37,2.38,0.0,20.8,15.7,27.8,0.8
2016-09-24,-1.3,1.68,0.0,19.9,14.0,27.3,1.1
2016-09-23,-1.2,0.64,0.0,19.1,12.8,26.4,1.1
2016-09-22,-1.02,-1.0,0.0,19.7,15.1,26.6,0.9
2016-09-21,-1.47,-2.47,0.0,17.7,10.1,24.6,0.9
2016-09-20,-2.17,-3.6,0.0,19.6,13.3,25.7,1.5
2016-09-19,-2.91,-4.43,0.0,20.7,13.9,27.4,1.6
2016-09-18,-3.62,-4.59,0.0,21.4,16.3,28.0,1.0
2016-09-17,-3.51,-3.54,19.0,20.9,17.0,26.4,1.5
2016-09-16,-3.24,-1.89,0.0,22.5,17.5,28.4,0.8
2016-09-15,-2.88,-0.34,0.0,22.0,16.4,28.4,1.0
2016-09-14,-2.4,1.07,0.0,22.5,17.5,28.5,1.2
2016-09-13,-1.84,1.86,0.0,23.0,17.8,29.4,1.0
2016-09-12,-1.29,1.98,0.0,22.9,19.0,29.7,0.7
2016-09-11,-1.09,1.78,0.0,22.8,19.6,28.1,0.9
2016-09-10,-0.99,1.26,0.0,22.5,17.5,28.6,0.8
2016-09-09,-1.02,0.5,0.0,22.8,19.0,28.5,1.5
2016-09-08,-1.0,-0.49,0.0,21.8,19.2,26.8,0.8
2016-09-07,-1.1,-1.41,0.0,22.6,18.2,27.6,1.2
2016-09-06,-1.43,-2.37,0.0,22.7,17.7,28.0,1.1
2016-09-05,-1.98,-3.17,0.0,24.3,19.5,29.3,1.3
2016-09-04,-2.54,-3.8,0.0,24.7,19.6,30.0,0.8
2016-09-03,-3.02,-3.97,0.0,23.5,20.4,28.7,1.4
2016-09-02,-3.12,-3.46,6.5,23.4,19.1,28.3,1.8
2016-09-01,-3.38,-2.79,0.0,22.5,14.5,28.9,2.1
2016-08-31,-3.26,-1.47,15.0,18.8,16.9,21.8,4.9
2016-08-27,-1.55,2.62,0.0,22.2,12.9,28.2,1.7
2016-08-26,-1.24,2.0,7.0,21.8,16.6,26.3,1.9
2016-08-25,-1.06,0.92,0.0,26.4,21.3,32.2,1.6
2016-08-24,-1.0,-0.57,0.0,27.3,22.8,33.2,1.2
2016-08-23,-1.38,-2.08,0.0,27.5,23.2,32.6,1.3
2016-08-22,-1.94,-3.3,0.0,27.5,22.9,33.6,1.6
2016-08-21,-2.67,-4.09,0.0,28.5,24.9,34.6,1.1
2016-08-20,-3.27,-4.31,0.0,28.4,24.7,34.0,1.1
2016-08-19,-3.42,-3.7,0.0,27.8,24.3,32.4,1.0
2016-08-18,-3.32,-2.43,0.0,27.7,23.4,33.4,1.0
2016-08-17,-2.97,-0.99,0.0,27.5,22.6,33.4,1.4
2016-08-16,-2.54,0.34,0.0,27.6,22.8,33.4,1.4
2016-08-15,-2.12,1.33,0.0,27.3,24.1,32.7,1.6
2016-08-14,-1.71,1.83,0.0,27.9,24.7,32.1,1.7
2016-08-13,-1.34,1.93,0.0,28.4,24.6,33.4,1.7
2016-08-12,-1.12,1.65,0.0,28.0,23.8,33.0,1.6
2016-08-11,-1.03,1.05,0.0,28.1,23.1,33.6,1.6
2016-08-10,-0.97,0.29,0.0,27.4,23.1,32.5,1.4
2016-08-09,-1.02,-0.79,0.0,28.1,23.9,33.7,1.4
2016-08-08,-1.22,-1.72,0.0,27.5,22.7,33.5,1.6
2016-08-07,-1.68,-2.77,0.0,27.5,23.2,32.7,1.6
2016-08-06,-2.3,-3.61,0.0,28.0,23.4,33.7,1.5
2016-08-05,-2.92,-4.08,0.0,28.1,23.4,34.2,1.3
2016-08-04,-3.42,-4.09,0.0,27.5,22.7,33.6,1.2
2016-08-03,-3.48,-3.23,0.0,27.4,22.4,33.5,1.2
2016-08-02,-3.31,-1.63,0.0,26.2,23.6,29.6,1.1
2016-08-01,-3.03,0.09,0.0,26.9,24.8,30.9,1.4
2016-07-31,-2.7,1.66,0.0,27.9,24.6,32.5,1.4
2016-07-30,-2.16,2.58,1.5,27.8,25.7,32.0,1.2
2016-07-29,-1.73,2.86,78.5,25.4,23.4,28.0,0.9
2016-07-28,-1.34,2.3,0.0,26.5,24.1,30.2,1.7
2016-07-27,-1.05,1.23,0.0,26.7,23.1,29.7,1.7
2016-07-26,-0.99,-0.29,0.0,26.4,22.6,32.1,1.2
